year,month,day,Date,low_tide_time_local_time,low_tide_height_m,transect_id,distance_along_transect_m,seaweed_id,phylum,percent_cover
2022,6,15,2022-06-15,13:16,-0.1,4,35,ulva_sp,green,15
2022,6,15,2022-06-15,13:16,-0.1,4,35,mastocarpus.upright_sp,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,35,polysiphonia_sp,red,15
2022,6,15,2022-06-15,13:16,-0.1,4,40,ulva_sp,green,40
2022,6,15,2022-06-15,13:16,-0.1,4,40,ulva_sp,green,2
2022,6,15,2022-06-15,13:16,-0.1,4,40,ulva_sp,green,15
2022,6,15,2022-06-15,13:16,-0.1,4,40,hollenbergia_subulata,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,45,BAR,brown,1
2022,6,15,2022-06-15,13:16,-0.1,4,45,BAS,brown,1
2022,6,15,2022-06-15,13:16,-0.1,4,45,ulva_sp,green,15
2022,6,15,2022-06-15,13:16,-0.1,4,45,ulva_sp,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,45,ulva_sp,green,30
2022,6,15,2022-06-15,13:16,-0.1,4,45,cladophora_stimpsonii,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,45,mastocarpus.upright_sp,red,15
2022,6,15,2022-06-15,13:16,-0.1,4,45,polysiphonia_sp,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,50,BAS,brown,10
2022,6,15,2022-06-15,13:16,-0.1,4,50,ulva_sp,green,40
2022,6,15,2022-06-15,13:16,-0.1,4,50,ulva_sp,green,10
2022,6,15,2022-06-15,13:16,-0.1,4,50,ulva_sp,green,60
2022,6,15,2022-06-15,13:16,-0.1,4,50,cladophora_stimpsonii,green,1
2022,6,15,2022-06-15,13:16,-0.1,4,50,polysiphonia_sp,red,3
2022,6,15,2022-06-15,13:16,-0.1,4,55,BAS,brown,80
2022,6,15,2022-06-15,13:16,-0.1,4,55,ulva_sp,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,55,ulva_sp,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,55,ulva_sp,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,55,cladophora_stimpsonii,green,1
2022,6,15,2022-06-15,13:16,-0.1,4,55,mastocarpus.upright_sp,red,5
2022,6,15,2022-06-15,13:16,-0.1,4,60,BAS,brown,65
2022,6,15,2022-06-15,13:16,-0.1,4,60,alaria_marginata,brown,10
2022,6,15,2022-06-15,13:16,-0.1,4,60,ulva_sp,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,60,ulva_sp,green,2
2022,6,15,2022-06-15,13:16,-0.1,4,60,ulva_sp,green,3
2022,6,15,2022-06-15,13:16,-0.1,4,60,cladophora_stimpsonii,green,3
2022,6,15,2022-06-15,13:16,-0.1,4,60,mastocarpus.upright_sp,red,15
2022,6,15,2022-06-15,13:16,-0.1,4,60,sarcodiotheca_gaudichaudii,red,2
2022,6,15,2022-06-15,13:16,-0.1,4,60,callophyllis_sp,red,2
2022,6,15,2022-06-15,13:16,-0.1,4,65,BAS,brown,90
2022,6,15,2022-06-15,13:16,-0.1,4,65,alaria_marginata,brown,10
2022,6,15,2022-06-15,13:16,-0.1,4,65,desmarestia_viridis,brown,2
2022,6,15,2022-06-15,13:16,-0.1,4,65,BAW,brown,5
2022,6,15,2022-06-15,13:16,-0.1,4,65,ulva_sp,green,2
2022,6,15,2022-06-15,13:16,-0.1,4,65,RAI,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,65,sarcodiotheca_gaudichaudii,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,70,BAS,brown,100
2022,6,15,2022-06-15,13:16,-0.1,4,70,BAW,brown,5
2022,6,15,2022-06-15,13:16,-0.1,4,70,mastocarpus.upright_sp,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,70,polyneura_latissima,red,5
2022,6,15,2022-06-15,13:16,-0.1,4,70,RAI,red,2
2022,6,15,2022-06-15,13:16,-0.1,4,75,BAS,brown,80
2022,6,15,2022-06-15,13:16,-0.1,4,75,BABK,brown,40
2022,6,15,2022-06-15,13:16,-0.1,4,75,alaria_marginata,brown,40
2022,6,15,2022-06-15,13:16,-0.1,4,75,BASK,brown,20
2022,6,15,2022-06-15,13:16,-0.1,4,75,ulva_sp,green,5
2022,6,15,2022-06-15,13:16,-0.1,4,75,polyneura_latissima,red,5
2022,6,15,2022-06-15,13:16,-0.1,4,75,prionitis_sternbergii,red,5
2022,6,15,2022-06-15,13:16,-0.1,4,75,sarcodiotheca_gaudichaudii,red,1
2022,6,15,2022-06-15,13:16,-0.1,4,80,BABK,brown,95
2022,6,15,2022-06-15,13:16,-0.1,4,80,alaria_marginata,brown,15
2022,6,15,2022-06-15,13:16,-0.1,4,80,desmarestia_viridis,brown,5
2022,6,15,2022-06-15,13:16,-0.1,4,80,BAW,brown,10
2022,6,15,2022-06-15,13:16,-0.1,4,80,mastocarpus.upright_sp,red,2
2022,6,15,2022-06-15,13:16,-0.1,4,80,polyneura_latissima,red,15
2022,6,15,2022-06-15,13:16,-0.1,4,85,BABK,brown,50
2022,6,15,2022-06-15,13:16,-0.1,4,85,alaria_marginata,brown,10
2022,6,15,2022-06-15,13:16,-0.1,4,85,BASK,brown,10
2022,6,15,2022-06-15,13:16,-0.1,4,85,desmarestia_viridis,brown,5
2022,6,15,2022-06-15,13:16,-0.1,4,85,BAW,brown,40
2022,6,15,2022-06-15,13:16,-0.1,4,85,polyneura_latissima,red,12
2022,6,15,2022-06-15,13:16,-0.1,4,85,RAI,red,2
2022,6,15,2022-06-15,13:16,-0.1,4,85,sarcodiotheca_gaudichaudii,red,2
2022,6,15,2022-06-15,13:16,-0.1,4,85,constantinea_subulifera,red,1
2022,7,14,2022-07-14,13:02,0,2,0,BAR,brown,50
2022,7,14,2022-07-14,13:02,0,2,0,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,2,0,cladophora_stimpsonii,green,1
2022,7,14,2022-07-14,13:02,0,2,0,mastocarpus.upright_sp,red,10
2022,7,14,2022-07-14,13:02,0,2,0,petrocelis_crust_sp,red,1
2022,7,14,2022-07-14,13:02,0,2,0,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,2,5,BAR,brown,1
2022,7,14,2022-07-14,13:02,0,2,5,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,2,5,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,2,10,BAR,brown,10
2022,7,14,2022-07-14,13:02,0,2,10,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,2,10,ulva_sp,green,40
2022,7,14,2022-07-14,13:02,0,2,10,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,2,10,mastocarpus.upright_sp,red,2
2022,7,14,2022-07-14,13:02,0,2,10,pyropia_sp,red,2
2022,7,14,2022-07-14,13:02,0,2,15,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,2,15,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,2,15,ulva_sp,green,50
2022,7,14,2022-07-14,13:02,0,2,15,ulothrix_speciosa,green,2
2022,7,14,2022-07-14,13:02,0,2,15,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,2,15,pyropia_sp,red,2
2022,7,14,2022-07-14,13:02,0,2,20,ulva_sp,green,50
2022,7,14,2022-07-14,13:02,0,2,20,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,2,20,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,2,20,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,2,25,BAR,brown,5
2022,7,14,2022-07-14,13:02,0,2,25,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,2,25,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,2,25,mastocarpus.upright_sp,red,15
2022,7,14,2022-07-14,13:02,0,2,30,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,2,30,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,2,30,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,2,30,mastocarpus.upright_sp,red,10
2022,7,14,2022-07-14,13:02,0,2,35,BAR,brown,3
2022,7,14,2022-07-14,13:02,0,2,35,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,2,35,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,2,35,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,2,35,mastocarpus.upright_sp,red,20
2022,7,14,2022-07-14,13:02,0,2,35,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,2,40,BAS,brown,20
2022,7,14,2022-07-14,13:02,0,2,40,alaria_marginata,brown,5
2022,7,14,2022-07-14,13:02,0,2,40,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,2,40,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,2,40,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,2,40,mastocarpus.upright_sp,red,40
2022,7,14,2022-07-14,13:02,0,2,40,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,2,40,polyneura_latissima,red,1
2022,7,14,2022-07-14,13:02,0,2,40,RAI,red,5
2022,7,14,2022-07-14,13:02,0,2,40,sarcodiotheca_gaudichaudii,red,1
2022,7,14,2022-07-14,13:02,0,2,40,polysiphonia_sp,red,2
2022,7,14,2022-07-14,13:02,0,3,0,BAR,brown,40
2022,7,14,2022-07-14,13:02,0,3,0,elachista_fucicola,brown,2
2022,7,14,2022-07-14,13:02,0,3,0,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,3,0,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,0,petrocelis_crust_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,0,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,5,BAR,brown,1
2022,7,14,2022-07-14,13:02,0,3,5,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,5,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,3,5,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,3,5,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,10,BAR,brown,1
2022,7,14,2022-07-14,13:02,0,3,10,ulva_sp,green,35
2022,7,14,2022-07-14,13:02,0,3,10,ulva_sp,green,7
2022,7,14,2022-07-14,13:02,0,3,10,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,10,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,10,pyropia_sp,red,2
2022,7,14,2022-07-14,13:02,0,3,15,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,3,15,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,15,ulva_sp,green,8
2022,7,14,2022-07-14,13:02,0,3,15,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,20,ulva_sp,green,40
2022,7,14,2022-07-14,13:02,0,3,20,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,3,25,BAR,brown,1
2022,7,14,2022-07-14,13:02,0,3,25,ulva_sp,green,40
2022,7,14,2022-07-14,13:02,0,3,25,ulva_sp,green,2
2022,7,14,2022-07-14,13:02,0,3,25,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,3,25,mastocarpus.upright_sp,red,3
2022,7,14,2022-07-14,13:02,0,3,25,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,30,ulva_sp,green,25
2022,7,14,2022-07-14,13:02,0,3,30,ulva_sp,green,3
2022,7,14,2022-07-14,13:02,0,3,30,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,30,mastocarpus.upright_sp,red,3
2022,7,14,2022-07-14,13:02,0,3,35,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,3,35,ulva_sp,green,3
2022,7,14,2022-07-14,13:02,0,3,35,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,35,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,40,BAR,brown,1
2022,7,14,2022-07-14,13:02,0,3,40,BAS,brown,1
2022,7,14,2022-07-14,13:02,0,3,40,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,3,40,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,40,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,3,40,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,40,pyropia_sp,red,2
2022,7,14,2022-07-14,13:02,0,3,40,RAI,red,1
2022,7,14,2022-07-14,13:02,0,3,45,BAS,brown,1
2022,7,14,2022-07-14,13:02,0,3,45,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,3,45,ulva_sp,green,2
2022,7,14,2022-07-14,13:02,0,3,45,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,45,mastocarpus.upright_sp,red,15
2022,7,14,2022-07-14,13:02,0,3,45,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,50,BAR,brown,2
2022,7,14,2022-07-14,13:02,0,3,50,BAS,brown,1
2022,7,14,2022-07-14,13:02,0,3,50,ulva_sp,green,60
2022,7,14,2022-07-14,13:02,0,3,50,ulva_sp,green,35
2022,7,14,2022-07-14,13:02,0,3,50,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,3,50,mastocarpus.upright_sp,red,10
2022,7,14,2022-07-14,13:02,0,3,50,polysiphonia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,55,BAS,brown,5
2022,7,14,2022-07-14,13:02,0,3,55,alaria_marginata,brown,1
2022,7,14,2022-07-14,13:02,0,3,55,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,3,55,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,55,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,3,55,mastocarpus.upright_sp,red,15
2022,7,14,2022-07-14,13:02,0,3,60,BAS,brown,5
2022,7,14,2022-07-14,13:02,0,3,60,alaria_marginata,brown,1
2022,7,14,2022-07-14,13:02,0,3,60,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,3,60,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,60,ulva_sp,green,80
2022,7,14,2022-07-14,13:02,0,3,60,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,60,polysiphonia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,65,BAS,brown,60
2022,7,14,2022-07-14,13:02,0,3,65,BABK,brown,10
2022,7,14,2022-07-14,13:02,0,3,65,alaria_marginata,brown,2
2022,7,14,2022-07-14,13:02,0,3,65,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,3,65,ulva_sp,green,3
2022,7,14,2022-07-14,13:02,0,3,65,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,65,polyneura_latissima,red,3
2022,7,14,2022-07-14,13:02,0,3,65,RATT,red,2
2022,7,14,2022-07-14,13:02,0,3,65,RAI,red,15
2022,7,14,2022-07-14,13:02,0,3,65,prionitis_sternbergii,red,2
2022,7,14,2022-07-14,13:02,0,3,65,polysiphonia_sp,red,3
2022,7,14,2022-07-14,13:02,0,3,65,schizymenia_pacifica,red,3
2022,7,14,2022-07-14,13:02,0,3,70,BAS,brown,10
2022,7,14,2022-07-14,13:02,0,3,70,alaria_marginata,brown,3
2022,7,14,2022-07-14,13:02,0,3,70,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,3,70,ulva_sp,green,3
2022,7,14,2022-07-14,13:02,0,3,70,ulva_sp,green,70
2022,7,14,2022-07-14,13:02,0,3,70,mastocarpus.upright_sp,red,10
2022,7,14,2022-07-14,13:02,0,3,70,petrocelis_crust_sp,red,10
2022,7,14,2022-07-14,13:02,0,3,70,pyropia_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,75,BAS,brown,10
2022,7,14,2022-07-14,13:02,0,3,75,BABK,brown,7
2022,7,14,2022-07-14,13:02,0,3,75,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,75,ulva_sp,green,3
2022,7,14,2022-07-14,13:02,0,3,75,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,3,75,RATT,red,3
2022,7,14,2022-07-14,13:02,0,3,75,prionitis_filiformis,red,2
2022,7,14,2022-07-14,13:02,0,3,75,sarcodiotheca_gaudichaudii,red,1
2022,7,14,2022-07-14,13:02,0,3,75,polysiphonia_sp,red,4
2022,7,14,2022-07-14,13:02,0,3,75,hollenbergia_subulata,red,1
2022,7,14,2022-07-14,13:02,0,3,75,schizymenia_pacifica,red,3
2022,7,14,2022-07-14,13:02,0,3,80,BAS,brown,20
2022,7,14,2022-07-14,13:02,0,3,80,BABK,brown,5
2022,7,14,2022-07-14,13:02,0,3,80,alaria_marginata,brown,5
2022,7,14,2022-07-14,13:02,0,3,80,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,3,80,ulva_sp,green,2
2022,7,14,2022-07-14,13:02,0,3,80,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,80,mastocarpus.upright_sp,red,15
2022,7,14,2022-07-14,13:02,0,3,80,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,80,polyneura_latissima,red,2
2022,7,14,2022-07-14,13:02,0,3,80,polysiphonia_sp,red,2
2022,7,14,2022-07-14,13:02,0,3,80,schizymenia_pacifica,red,2
2022,7,14,2022-07-14,13:02,0,3,85,BAS,brown,30
2022,7,14,2022-07-14,13:02,0,3,85,BABK,brown,10
2022,7,14,2022-07-14,13:02,0,3,85,alaria_marginata,brown,15
2022,7,14,2022-07-14,13:02,0,3,85,BAW,brown,5
2022,7,14,2022-07-14,13:02,0,3,85,ulva_sp,green,2
2022,7,14,2022-07-14,13:02,0,3,85,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,3,85,ulva_sp,green,3
2022,7,14,2022-07-14,13:02,0,3,85,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,3,85,polyneura_latissima,red,10
2022,7,14,2022-07-14,13:02,0,3,85,RATT,red,2
2022,7,14,2022-07-14,13:02,0,3,85,RAI,red,15
2022,7,14,2022-07-14,13:02,0,3,85,polysiphonia_sp,red,8
2022,7,14,2022-07-14,13:02,0,3,85,neodilsea_borealis,red,1
2022,7,14,2022-07-14,13:02,0,3,90,BAS,brown,30
2022,7,14,2022-07-14,13:02,0,3,90,BABK,brown,50
2022,7,14,2022-07-14,13:02,0,3,90,alaria_marginata,brown,30
2022,7,14,2022-07-14,13:02,0,3,90,BAW,brown,3
2022,7,14,2022-07-14,13:02,0,3,90,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,3,90,polyneura_latissima,red,30
2022,7,14,2022-07-14,13:02,0,3,90,RAI,red,10
2022,7,14,2022-07-14,13:02,0,3,90,prionitis_sternbergii,red,5
2022,7,14,2022-07-14,13:02,0,3,90,polysiphonia_sp,red,4
2022,7,14,2022-07-14,13:02,0,3,90,odonthalia_floccosa,red,4
2022,7,14,2022-07-14,13:02,0,3,90,constantinea_subulifera,red,5
2022,7,14,2022-07-14,13:02,0,3,90,schizymenia_pacifica,red,3
2022,7,14,2022-07-14,13:02,0,3,95,BABK,brown,50
2022,7,14,2022-07-14,13:02,0,3,95,alaria_marginata,brown,5
2022,7,14,2022-07-14,13:02,0,3,95,BAW,brown,2
2022,7,14,2022-07-14,13:02,0,3,95,polyneura_latissima,red,15
2022,7,14,2022-07-14,13:02,0,3,95,RAI,red,1
2022,7,14,2022-07-14,13:02,0,3,95,hildenbrandia_sp,red,15
2022,7,14,2022-07-14,13:02,0,3,95,polysiphonia_sp,red,5
2022,7,14,2022-07-14,13:02,0,3,95,odonthalia_floccosa,red,2
2022,7,14,2022-07-14,13:02,0,3,95,crustose_coralline,red,5
2022,7,14,2022-07-14,13:02,0,4,0,BAR,brown,30
2022,7,14,2022-07-14,13:02,0,4,0,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,0,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,4,0,petrocelis_crust_sp,red,2
2022,7,14,2022-07-14,13:02,0,4,0,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,5,BAR,brown,5
2022,7,14,2022-07-14,13:02,0,4,5,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,5,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,5,mastocarpus.upright_sp,red,10
2022,7,14,2022-07-14,13:02,0,4,10,BAR,brown,3
2022,7,14,2022-07-14,13:02,0,4,10,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,4,10,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,10,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,10,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,4,10,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,15,BAR,brown,5
2022,7,14,2022-07-14,13:02,0,4,15,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,15,ulva_sp,green,2
2022,7,14,2022-07-14,13:02,0,4,15,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,15,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,20,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,20,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,4,20,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,20,mastocarpus.upright_sp,red,5
2022,7,14,2022-07-14,13:02,0,4,25,ulva_sp,green,50
2022,7,14,2022-07-14,13:02,0,4,25,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,4,25,ulva_sp,green,50
2022,7,14,2022-07-14,13:02,0,4,25,mastocarpus.upright_sp,red,2
2022,7,14,2022-07-14,13:02,0,4,30,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,4,30,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,30,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,30,mastocarpus.upright_sp,red,2
2022,7,14,2022-07-14,13:02,0,4,30,polysiphonia_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,35,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,35,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,35,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,4,35,mastocarpus.upright_sp,red,2
2022,7,14,2022-07-14,13:02,0,4,40,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,40,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,4,40,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,45,BAS,brown,1
2022,7,14,2022-07-14,13:02,0,4,45,ulva_sp,green,25
2022,7,14,2022-07-14,13:02,0,4,45,ulva_sp,green,6
2022,7,14,2022-07-14,13:02,0,4,45,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,50,BAS,brown,1
2022,7,14,2022-07-14,13:02,0,4,50,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,50,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,50,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,4,50,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,50,pyropia_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,55,BAS,brown,5
2022,7,14,2022-07-14,13:02,0,4,55,ulva_sp,green,20
2022,7,14,2022-07-14,13:02,0,4,55,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,55,ulva_sp,green,30
2022,7,14,2022-07-14,13:02,0,4,55,mastocarpus.upright_sp,red,2
2022,7,14,2022-07-14,13:02,0,4,60,BAS,brown,10
2022,7,14,2022-07-14,13:02,0,4,60,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,60,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,4,60,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,60,mastocarpus.upright_sp,red,25
2022,7,14,2022-07-14,13:02,0,4,60,sarcodiotheca_gaudichaudii,red,1
2022,7,14,2022-07-14,13:02,0,4,65,BAS,brown,30
2022,7,14,2022-07-14,13:02,0,4,65,BAW,brown,5
2022,7,14,2022-07-14,13:02,0,4,65,ulva_sp,green,15
2022,7,14,2022-07-14,13:02,0,4,65,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,65,RAI,red,1
2022,7,14,2022-07-14,13:02,0,4,65,pterothamnion_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,70,BAS,brown,80
2022,7,14,2022-07-14,13:02,0,4,70,BAW,brown,1
2022,7,14,2022-07-14,13:02,0,4,70,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,70,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,4,70,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,70,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,70,polyneura_latissima,red,2
2022,7,14,2022-07-14,13:02,0,4,75,BAS,brown,80
2022,7,14,2022-07-14,13:02,0,4,75,BABK,brown,20
2022,7,14,2022-07-14,13:02,0,4,75,alaria_marginata,brown,1
2022,7,14,2022-07-14,13:02,0,4,75,BASK,brown,1
2022,7,14,2022-07-14,13:02,0,4,75,desmarestia_viridis,brown,1
2022,7,14,2022-07-14,13:02,0,4,75,BAW,brown,1
2022,7,14,2022-07-14,13:02,0,4,75,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,75,ulva_sp,green,5
2022,7,14,2022-07-14,13:02,0,4,75,polyneura_latissima,red,5
2022,7,14,2022-07-14,13:02,0,4,75,prionitis_sternbergii,red,1
2022,7,14,2022-07-14,13:02,0,4,75,prionitis_filiformis,red,1
2022,7,14,2022-07-14,13:02,0,4,75,sarcodiotheca_gaudichaudii,red,1
2022,7,14,2022-07-14,13:02,0,4,80,BAS,brown,50
2022,7,14,2022-07-14,13:02,0,4,80,BABK,brown,100
2022,7,14,2022-07-14,13:02,0,4,80,BASK,brown,30
2022,7,14,2022-07-14,13:02,0,4,80,desmarestia_viridis,brown,1
2022,7,14,2022-07-14,13:02,0,4,80,BAW,brown,15
2022,7,14,2022-07-14,13:02,0,4,80,ulva_sp,green,10
2022,7,14,2022-07-14,13:02,0,4,80,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,80,ulva_sp,green,1
2022,7,14,2022-07-14,13:02,0,4,80,mastocarpus.upright_sp,red,1
2022,7,14,2022-07-14,13:02,0,4,80,polyneura_latissima,red,10
2022,7,14,2022-07-14,13:02,0,4,80,RATT,red,1
2022,7,14,2022-07-14,13:02,0,4,80,RAI,red,1
2022,7,14,2022-07-14,13:02,0,4,80,prionitis_sternbergii,red,1
2022,7,14,2022-07-14,13:02,0,4,80,prionitis_filiformis,red,1
2022,7,14,2022-07-14,13:02,0,4,80,constantinea_subulifera,red,1
2022,8,25,2022-08-25,11:34,1,2,0,BAR,brown,60
2022,8,25,2022-08-25,11:34,1,2,0,mastocarpus.upright_sp,red,10
2022,8,25,2022-08-25,11:34,1,2,0,petrocelis_crust_sp,red,5
2022,8,25,2022-08-25,11:34,1,2,5,BAR,brown,1
2022,8,25,2022-08-25,11:34,1,2,5,ulva_sp,green,10
2022,8,25,2022-08-25,11:34,1,2,10,ulva_sp,green,50
2022,8,25,2022-08-25,11:34,1,2,10,ulva_sp,green,10
2022,8,25,2022-08-25,11:34,1,2,10,ulva_sp,green,10
2022,8,25,2022-08-25,11:34,1,2,15,ulva_sp,green,80
2022,8,25,2022-08-25,11:34,1,2,15,ulva_sp,green,5
2022,8,25,2022-08-25,11:34,1,2,15,ulva_sp,green,5
