Site TA,Site & transect,Transect Point (m),Date,Time,Total Cover (%),Algae (% cover),Sessile Invertebrates (% Cover),Algae (Count),Sessile invertebrates (Count),Mobile Invertebrates (Count),All Invertebrates (Count),Comments,SUM WORM,SUM MUSSEL,SUM BARNACLE,SUM ULVA SPP,SUM SUGAR KELP,SUM FLIES,SUM SNAIL GEN,SUM OYSTER,SUM LIMPET,SUM FLEA,SUM ISOPOD GEN,SUM CRAB GEN,SUM LITTORINA SNAIL,SUM RED/BROWN ALGAE,SUM ANTHROPOD,SUM AMPHIPOD,SUM SOWBUG,SUM SHORE CRAB,SUM RED ALGAE,SUM BROWN ALGAE,SUM SEA CAULIFLOWER,SUM SHRIMP,SUM INVERTEBRATE,SUM WIREWEED,SUM GREEN ALGAE,SUM ROCKWEED,SUM CLAM,SUM INSECT,SUM TURKISH WASHCLOTH,SUM BARREL SHELLS,SUM HERMIT CRAB
3,TA-3-3,19,2021-06-04,09:48:00,10,10,0,1,0,0,0,Algae was sea lettuce,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,8,2021-06-04,10:47:00,50,15,34,3,2,1,3,"Rockweed, sea lettuce, filamentuous red seaweed, mussels, barnacles, 1 littorine",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,6,2021-06-04,10:43:00,90,40,49,2,3,1,4,"Rockweed, filamentuous red sea weed, mussels, barnacles, littorine snail",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,1,2021-06-04,09:55:00,95,55,40,3,2,2,4,"sea lettuce, rockweed, limpet, checkered perriwinkle, acorn barnacle, blue mussel",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,3,2021-06-04,10:31:00,97,44,53,5,2,3,5,"filamentuous red sea weed, sea lettuce, rock weed, checkered perriwinkle, limpet (two types), grape tongue seaweed",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,6,2021-06-04,09:16:00,95,5,90,3,2,2,4,"Sea lettuce, saccarina family,brown mussels, 1 larger periwinckle, limpets, acorn barnacles, pacific blue mussel, checkered periwinkle",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,8,2021-06-04,09:27:00,65,10,55,3,2,2,4,"rockweed, mask limpet, acorn barnacle, pacific blue mussel, checkered perriwinkle",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-2,18,2021-06-10,11:49:00,98,45,54,1,2,2,4,"rockweed, pacific blue mussels, acorn barnacle, sea snail, limpets",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-2,17,2021-06-10,12:02:00,77.5,2,75,2,2,1,3,"sea lettuce, rockweed, pacific blue mussels, acorn barnacles, sea snail",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-1,22,2021-06-10,11:48:00,98,80,19,2,4,1,5,"rockweed, seabelt",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-1,15,2021-06-10,11:15:00,100,0,99,0,2,1,3,"mussels, barnacles",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-4,22,2021-06-10,13:47:00,100,95,4.5,1,1,1,1,"snail, pacific blue mussels",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-4,23,2021-06-10,13:50:00,98,96,2,0,1,1,0,mussels; corrected percent cover values,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
6,TA-6-8,13,2021-06-15,15:52:00,30,15,13,2,2,2,4,"sea lettuce, rock weed, barnacle, mussels, limpets, littorine snails",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,TA-6-8,12,2021-06-15,15:45:00,70,30,39,2,2,3,5,"sea lettuce, rockweed, mussels, barnacles, littorine snails, limpet, shore crab",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,TA-6-2,13,2021-06-15,14:40:00,96,82,14,3,2,,2,"sea lettuce, sea moss, pacific blue mussel, acorn barnacle, slimy brown algae; corrected percent cover values",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,TA-6-2,9,2021-06-15,14:48:00,92,25,69,2,1,2,3,"sea lettuce, slimy brown algae, pacific blue mussel, rockweed isopod, square tooth sea flea",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,TA-6-6,10,2021-06-15,17:01:00,98,88,10,2,1,,1,"slimy brown algae, sea lettuce, blue mussels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,TA-6-6,29,2021-06-15,17:01:00,50,45,5,2,1,1,2,"slimy brown algae, sea lettuce, blue mussels, sea flea",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,11,2021-06-15,15:51:00,55,33,22,2,3,0,3,"brown algae, rockweed, blue mussels, limpets (masked), acorn barnacle; corrected percent cover values",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,3,2021-06-15,15:45:00,65,65,0,5,0,0,0,"brown algae, sea lettuce, rockweed, wireweed, irridescent seaweed; corrected percent cover values",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-8,21,2021-06-16,17:29:00,50,10,39,3,2,4,6,"sea lettuce, rockweed, brown slimy algae, acorn barnacle, blue mussel, isopod (big black), isopod (small, yellow), limpet, littorine snail",0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,TA-1-8,24,2021-06-16,17:41:00,95,50,49,1,2,1,3,"rockweed, acorn barnacle, blue mussel, littorine snail",0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-3,3,2021-06-16,15:42:00,100,70,30,2,1,3,4,"sea lettuce (broad leaf), unidentified  brown/red algae, 1 plate limpet, pacific blue mussels, smalle white invertebrate (2 mm long) similar to a flea, worm-like invertebrate with brown stripes (4mm), moved quickly",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,3,2021-06-16,16:28:00,100,10,90,2,1,,1,"pacific blue mussel, unidentified brown/red algae, rockweed, limpet (4-5) (plate) (mask)",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-6,6,2021-06-16,18:02:00,90,75,15,1,1,2,3,"unidentified brown/red algae, pacific blue mussel, checkered periwinkle, limpets",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-6,11,2021-06-16,18:23:00,90,50,40,2,3,2,5,"limpets, rockweed, unidentified brown/red algae, checkered periwinkle, acorn barnacles, pacific blue mussel, pacific oyster",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,6,2021-08-06,12:18:00,100,90,10,4,3,1,4,"rockweed, sea lettuce, red/brown algae, giant acorn barnacle, common acorn barnacle, pacific blue mussel, ulva lactuca, green shore crab",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-2,18,2021-08-06,13:08:00,85,55,30,1,2,2,4,"rockweed, common acorn barnacle, pacific blue mussel",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2,TA-2-1,4,2021-08-06,11:17:00,65,45,20,3,1,0,1,"sea lettuce, red brown algae, rockweed, pacific blue mussels",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-1,22,2021-08-06,11:59:00,66,33,33,1,2,4,6,"mask limpet, red mite, 1 green shore crab, rockweed, commmon acorn barnacles, pacific blkue mussel, limpets, checkered periwinkle",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-4,16,2021-08-06,11:24:00,97,57,40,2,2,1,3,"rockweed, sea lettuce, barnacles, acorn blue mussel, littorine snail ",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,TA-2-4,25,2021-08-06,12:00:00,98,83,15,2,2,2,4,"rockweed, sea lettuce, green shore crab, hermit crab",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-7,15,2021-08-06,12:10:00,100,90,10,2,2,1,3,"rockweed, sea lettuce, blue mussel, acorn barnacle, 2 small fruit fly tyoe bugs",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,TA-2-7,20,2021-08-06,12:54:00,90,75,15,2,2,1,3,"rockweed, sea lettuce, blue mussel, acorn barnacle, small fruit fly type bug",0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6,TA-6-1,22,2022-05-17,12:58:00,5,99,1,2,1,0,1,"Acorn barnacles, Green algae (ulva)/Sea lettuce, Unidentified brown algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,17,2022-05-17,13:31:00,90,97,3,5,1,0,1,"Acorn barnacles, Green algae (ulva), Filamentous red algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-4,11,2022-05-17,12:50:00,5,90,10,1,1,0,1,Sugar wrack kelp?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-4,8,2022-05-17,12:55:00,70,60,40,5,2,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,7,2022-05-17,13:55:00,90,100,0,2,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,3,2022-05-17,13:50:00,0.5,0,100,0,1,0,,blue mussels,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6,TA-6-8,18,2022-05-17,14:55:00,65,10,60,1,3,2,5,"Checkered periwinkles, Limpet, Acorn barnacles, Another barnacle species",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-8,12,2022-05-17,14:50:00,75,10,90,2,2,1,3,"Limpet, Acorn Barnacles, Unidentified barnacle",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-1,20,2022-05-19,14:10:00,90,20,80,2,2,0,2,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-1,2,2022-05-19,14:07:00,15,50,50,3,2,0,2,,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
5,TA-5-3,25,2022-05-19,15:02:00,95,30,70,2,3,0,3,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-3,6,2022-05-19,14:58:00,100,70,30,3,2,0,2,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-5,20,2022-05-19,14:09:00,45,20,30,4,2,3,5,"Sea lettuce, Sugar wrack kelp, Limpet, Mud snails, Periwinkle",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-5,0,2022-05-19,14:28:00,100,85,10,3,3,0,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,14,2022-05-19,15:35:00,10,2,5,2,2,0,2,"Sea lettuce, Sugar kelp, Pacific blue mussel, Barnacle",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,5,2022-05-19,15:26:00,100,25,75,3,1,0,1,"Sea Lettuce, Sugar kelp, Sea moss, Pacific blue mussel",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,1,2022-05-20,15:57:00,15,70,30,3,1,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,18,2022-05-20,15:54:00,85,30,90,2,5,0,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,25,2022-05-20,16:58:00,5,100,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-3,29,2022-05-20,16:56:00,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-5,12,2022-05-20,17:47:00,80,70,5,4,1,0,1,"Black pine seaweed, Rockweed, Sea lettuce, Sea cauliflower, Littorine snail ",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-5,18,2022-05-20,17:56:00,3,0,100,0,2,0,2,"Barnacle, Limpet ",0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-7,5,2022-05-20,15:50:00,100,30,70,3,1,1,2,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-7,17,2022-05-20,16:30:00,85,15,70,1,3,1,4,"Rockweed, Acorn Barnacles, Mussels, Pacific Oyster, Littorine Snail",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,TA-1-2,10,2022-05-31,12:30:00,90,65,35,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,16,2022-05-31,12:38:00,95,75,25,3,2,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,2,2022-05-31,13:54:00,30,95,3,2,1,1,2,Aquatic worm ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,30,2022-05-31,13:49:00,95,80,15,3,3,2,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,6,2022-05-31,12:24:00,95,65,35,4,2,0,2,"Sea lettuce (ulva), Filamentous red aglae (Polysiphonia?), Bull kelp, Red carpet-like algae",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1,TA-1-6,22,2022-05-31,12:31:00,95,60,40,3,3,1,4,"Rockweed, Sea lettuce (ulva), Red carpet-like algae, Unidentified limpet",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-7,10,2022-05-31,13:45:00,95,59,40,0,1,2,3,"Checkered periwinkle, Limpet, Carpet-like red algae is dried and covers up majority of rock. Elevated on flat rock - explains dessication of barnacles & algae, dried Sea lettuce & acorn barnacles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-7,27,2022-05-31,13:58:00,95,55,45,2,2,2,4,"Lots of Rockweed, Pacific blue mussel, Acron barnacles, Limpet. Small amount of Sea lettuce, Checkered periwinkles",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,TA-2-1,15,2022-06-01,13:00:00,100,99,0.5,3,1,1,2,"Periwinkle snail, Acorn barnacles, Sea lettuce, Filamentous red seaweed, Unidentified brown algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-1,24,2022-06-01,13:06:00,60,97,2,5,2,1,3,"Acorn barnacle, Mud snail, Pacific blue mussel, Littleneck clam, Rockweed, Filamentous red seaweed, Sea lettuce, Turkish washcloth, Wireweed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,7,2022-06-01,14:16:00,30,10,89.5,1,2,1,3,"Rockweed, Pacfic blue mussels, Acorn barnacle, Checkered periwinkle snail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,10,2022-06-01,14:20:00,80,5,90,1,2,2,4,"Rockweed, Pacific blue mussel, Acorn barnacle, Checkered periwinkle snail, Crab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,9,2022-06-01,13:22:00,95,70,30,2,2,0,2,"Pacific Blue mussel, Acorn barnacles, Sea lettuce (ulva, intestinalis and lactuca)",0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,14,2022-06-01,13:16:00,5,100,0,1,0,0,0,Sea lettuce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-7,18,2022-06-01,15:00:00,80,60,40,3,2,0,2,"Pacific blue mussels, Acorn barnacles, Sea lettuce (maybe lactuca and instestinalis), Unidentified green algae (very stringy)",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-7,1,2022-06-01,14:35:00,75,40,60,1,2,1,3,"Sea lettuce (ulva), Acorn barnacles, Pacific blue mussels, Limpets",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-1,14,2022-06-02,13:40:00,20,5,95,1,1,0,1,"Acorn barnacles, Rockweed",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-1,25,2022-06-02,13:50:00,1,0,100,0,1,0,1,Acorn barnacles,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-3,3,2022-06-02,15:00:00,100,2,95,3,2,2,4,"Rockweed, Sea lettuce, Filamentous red seaweed, Snails, Limpets",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-3,15,2022-06-02,15:23:00,100,95,5,1,2,0,2,"Rockweed, Acorn barnacles, Pacific blue mussels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,4,2022-06-24,09:46:00,90,60,40,2,3,0,3,"Sea lettuce, Filamentous red seaweed, Pacific blue mussels, Acorn barnacles, Limpets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,6,2022-06-24,09:51:00,97,30,70,3,2,3,5,"Sea lettuce, Rockweed, Filamentous red seaweed, Acorn barnacles, Pacific blue mussels, snails, crab, limpet",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,14,2022-06-24,10:25:00,99,5,95,3,2,1,3,"Rockweed, Sea lettuce, Filamentous red seaweed, Pacific blue mussels, Acorn barnacles",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,16,2022-06-24,10:38:00,99,60,40,3,2,1,3,"Rockweed, Sea lettuce, Filamentous red seaweed, Pacific blue mussels, Acorn barnacles",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-3,12,2023-05-24,14:00:00,100,95,5,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-3,8,2023-05-24,14:04:00,60,83,8,1,1,1,2,shore crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,22,2023-05-24,14:09:00,100,100,0,3,0,0,0,"tiny fly (~3mm), green big leaf - ulva fenestrata, green thin tube - ulva intestinalis, red algae branches",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,26,2023-05-24,14:05:00,30,90,10,2,1,0,1,"tiny terrestrial insect, mytilus trosseles, ulva intestinalis",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,TA-6-7,5,2023-05-24,15:16:00,85,80,3,1,2,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-7,1,2023-05-24,15:21:00,95,63,42,2,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-8,2,2023-05-24,16:11:00,30,97,3,3,1,1,2,"turkish washcloth, sea lettuce, red filamentous",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6,TA-6-8,14,2023-05-24,15:11:00,60,50,50,3,2,2,4,"algae: red crusty, large red, green, small flying insect, 1 type of snail, limpet",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,23,2023-06-01,09:53:00,13,77,15,3,1,1,2,"green algae, dark red algae, soft red algae, crab, barnacles. 1% relative abundance mobile invertebrates",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
5,TA-5-3,2,2023-06-01,10:18:00,80,88,10,2,2,2,4,"leafy green and soft brow algae, 1 shore crab, 1 shrimp. 2% mobile invertebrates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,TA-5-5,10,2023-06-01,11:01:00,70,96,3,1,2,1,3,"green leafy algae, mussels, barnacles, limpet. 1% mobile",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,TA-5-5,7,2023-06-01,11:14:00,30,100,0,1,0,0,0,green lettuce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,11,2023-06-01,11:10:00,100,99,1,2,2,0,2,"sea lettuce, unknown brown algae, mussels, barnacles",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,26,2023-06-01,11:15:00,30,83,8,3,1,2,3,"rockweed, sea lettuce, limpets, littorine snails, barnacles, sea moss. 2.5% mobile",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5,TA-5-8,28,2023-06-01,12:05:00,20,98,2,2,2,0,2,"sea lettuce, barnacle",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-8,9,2023-06-01,11:32:00,95,98,2,3,2,0,2,"barnacles, sea lettuce, red filamentous, rockweed, mussels",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-2,10,2023-06-02,11:08:00,100,20,80,2,2,0,2,"acorn barnacles, blue mussels, ulva spp., brown mat algae",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,20,2023-06-02,11:43:00,40,50,50,3,2,0,2,"fucus distichus, ulva spp., brown mat algae, balanus glandula, blue mussels",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,10,2023-06-02,11:00:00,10,5,90,1,2,2,4,"fucus, limpet, mussels, barnacles, snail. 0.5% mobile",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,TA-4-3,3,2023-06-02,11:05:00,2,0,25,0,1,1,2,"snail, visible algae not attached to substrate. 0.5% mobile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-4,2,2023-06-02,12:25:00,60,17,83,2,2,0,2,"ulva spp., fucus distichus, blue mussels, balanus spp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
